tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
s__regularis,g__Halorientalis,species,s__regularis,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halorientalis,s__regularis
s__saltans,g__Pedobacter,species,s__saltans,Root,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__saltans
p__EM19,k__Bacteria,phylum,p__EM19,Root,k__Bacteria,p__EM19,,,,,
s__punctiforme,g__Nostoc,species,s__punctiforme,Root,k__Bacteria,p__Cyanobacteria,c__Nostocophycideae,o__Nostocales,f__Nostocaceae,g__Nostoc,s__punctiforme
g__Xenococcus,f__Xenococcaceae,genus,g__Xenococcus,Root,k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,o__Chroococcales,f__Xenococcaceae,g__Xenococcus,
s__alkaliphilum,g__Halorubrum,species,s__alkaliphilum,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halorubrum,s__alkaliphilum
g__Methyloferula,f__Beijerinckiaceae,genus,g__Methyloferula,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methyloferula,
s__stellatae1,g__Methyloferula,species,s__stellatae1,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methyloferula,s__stellatae1
g__Subsaximicrobium,f__Flavobacteriaceae,genus,g__Subsaximicrobium,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Subsaximicrobium,
s__wynnwilliamsii,g__Subsaximicrobium,species,s__wynnwilliamsii,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Subsaximicrobium,s__wynnwilliamsii
s__eleganse1,g__Thiodictyon,species,s__eleganse1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiodictyon,s__eleganse1
s__gelidisalsuginis,g__Bizionia,species,s__gelidisalsuginis,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Bizionia,s__gelidisalsuginis
s__illustrilutea,g__Gillisia,species,s__illustrilutea,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Gillisia,s__illustrilutea
s__disulfidooxidans,g__Alicyclobacillus,species,s__disulfidooxidans,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Alicyclobacillaceae,g__Alicyclobacillus,s__disulfidooxidans
s__larsenii,g__Halostagnicola,species,s__larsenii,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halostagnicola,s__larsenii
g__Halonatronum,f__Halobacteroidaceae,genus,g__Halonatronum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halobacteroidaceae,g__Halonatronum,
s__saccharophilum,g__Halonatronum,species,s__saccharophilum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halobacteroidaceae,g__Halonatronum,s__saccharophilum
s__litopenaei,g__Chitinilyticum,species,s__litopenaei,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Chitinilyticum,s__litopenaei
g__Thermopallium,f__Thermotogaceae,genus,g__Thermopallium,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,g__Thermopallium,
s__natronophilum,g__Thermopallium,species,s__natronophilum,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,g__Thermopallium,s__natronophilum
s__brunensis,g__Macrococcus,species,s__brunensis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Macrococcus,s__brunensis
s__glucosidilyticus,g__Pedobacter,species,s__glucosidilyticus,Root,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__glucosidilyticus
g__Oenococcus,f__Leuconostocaceae,genus,g__Oenococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Oenococcus,
s__kitaharae,g__Oenococcus,species,s__kitaharae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Leuconostocaceae,g__Oenococcus,s__kitaharae
s__nigricanse1,g__Avrainvillea,species,s__nigricanse1,Root,k__Bacteria,p__Cyanobacteria,c__Chloroplast,o__Chlorophyta,f__Ulvophyceae,g__Avrainvillea,s__nigricanse1
g__Nitrosococcuse1,f__Nitrosomonadaceae,genus,g__Nitrosococcuse1,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__Nitrosococcuse1,
s__mobilise3,g__Nitrosococcuse1,species,s__mobilise3,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__Nitrosococcuse1,s__mobilise3
s__lincolnii,g__Moraxella,species,s__lincolnii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,s__lincolnii
s__lacticum,g__Microbacterium,species,s__lacticum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__lacticum
g__Cryptoprodotis,f__Rickettsiaceae,genus,g__Cryptoprodotis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Cryptoprodotis,
s__polytropus,g__Cryptoprodotis,species,s__polytropus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Cryptoprodotis,s__polytropus
s__chalcea,g__Micromonospora,species,s__chalcea,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,g__Micromonospora,s__chalcea
g__Caldimicrobium,f__Thermodesulfobacteriaceae,genus,g__Caldimicrobium,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Thermodesulfobacteriales,f__Thermodesulfobacteriaceae,g__Caldimicrobium,
s__rimaee1,g__Caldimicrobium,species,s__rimaee1,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Thermodesulfobacteriales,f__Thermodesulfobacteriaceae,g__Caldimicrobium,s__rimaee1
g__Bigelowiella,f__mitochondria,genus,g__Bigelowiella,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Bigelowiella,
s__natans,g__Bigelowiella,species,s__natans,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Bigelowiella,s__natans
g__Gloeotrichia,f__Nostocaceae,genus,g__Gloeotrichia,Root,k__Bacteria,p__Cyanobacteria,c__Nostocophycideae,o__Nostocales,f__Nostocaceae,g__Gloeotrichia,
g__Herbidospora,f__Streptosporangiaceae,genus,g__Herbidospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptosporangiaceae,g__Herbidospora,
s__cretacea,g__Herbidospora,species,s__cretacea,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptosporangiaceae,g__Herbidospora,s__cretacea
s__aerilata,g__Roseomonas,species,s__aerilata,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Roseomonas,s__aerilata
s__viridanse1,g__Thalassomonas,species,s__viridanse1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Colwelliaceae,g__Thalassomonas,s__viridanse1
s__indistinctus,g__Alistipes,species,s__indistinctus,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__indistinctus
s__acidicola,g__Bacillus,species,s__acidicola,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__acidicola
g__Cryptosporangium,f__Cryptosporangiaceae,genus,g__Cryptosporangium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Cryptosporangiaceae,g__Cryptosporangium,
s__thermopalmarium,g__Clostridium,species,s__thermopalmarium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__thermopalmarium
s__daejeonensis,g__Mucilaginibacter,species,s__daejeonensis,Root,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__daejeonensis
s__album,g__Salimicrobium,species,s__album,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Salimicrobium,s__album
s__nanhaiensis,g__Oceanicola,species,s__nanhaiensis,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Oceanicola,s__nanhaiensis
g__Palleronia,f__Rhodobacteraceae,genus,g__Palleronia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Palleronia,
s__marisminoris,g__Palleronia,species,s__marisminoris,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Palleronia,s__marisminoris
s__globerulus,g__Rhodococcus,species,s__globerulus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardiaceae,g__Rhodococcus,s__globerulus
s__asahii,g__Bacillus,species,s__asahii,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__asahii
s__symbiotica,g__Serratia,species,s__symbiotica,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Serratia,s__symbiotica
g__Tolypothrix,f__Nostocaceae,genus,g__Tolypothrix,Root,k__Bacteria,p__Cyanobacteria,c__Nostocophycideae,o__Nostocales,f__Nostocaceae,g__Tolypothrix,
s__distorta,g__Tolypothrix,species,s__distorta,Root,k__Bacteria,p__Cyanobacteria,c__Nostocophycideae,o__Nostocales,f__Nostocaceae,g__Tolypothrix,s__distorta
g__Cyanophora,f__mitochondria,genus,g__Cyanophora,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Cyanophora,
s__paradoxa,g__Cyanophora,species,s__paradoxa,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Cyanophora,s__paradoxa
s__agarivoranse1,g__Tamlana,species,s__agarivoranse1,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Tamlana,s__agarivoranse1
g__Coriobacterium,f__Coriobacteriaceae,genus,g__Coriobacterium,Root,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Coriobacterium,
f__SBYO_3720,o__Chloroflexales,family,f__SBYO_3720,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,o__Chloroflexales,f__SBYO_3720,,
s__caricis,g__Rathayibacter,species,s__caricis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Rathayibacter,s__caricis
s__kalamensis,g__Pseudoxanthomonas,species,s__kalamensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Pseudoxanthomonas,s__kalamensis
g__Thermocrispum,f__Pseudonocardiaceae,genus,g__Thermocrispum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,g__Thermocrispum,
s__municipale,g__Thermocrispum,species,s__municipale,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Pseudonocardiaceae,g__Thermocrispum,s__municipale
s__indonesiensis,g__Desulfovibrio,species,s__indonesiensis,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__indonesiensis
s__aquaemaris,g__Methanofollis,species,s__aquaemaris,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanomicrobiaceae,g__Methanofollis,s__aquaemaris
s__crispum,g__Scytonemae1,species,s__crispum,Root,k__Bacteria,p__Cyanobacteria,c__Nostocophycideae,o__Nostocales,f__Nostocaceae,g__Scytonemae1,s__crispum
g__Thermocladium,f__Thermoproteaceae,genus,g__Thermocladium,Root,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermoproteaceae,g__Thermocladium,
s__dresdenensis,g__Legionella,species,s__dresdenensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Legionella,s__dresdenensis
s__hepaticus,g__Helicobacter,species,s__hepaticus,Root,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter,s__hepaticus
s__damnosus,g__Pediococcus,species,s__damnosus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__damnosus
s__dissipatitropha,g__Spirochaeta,species,s__dissipatitropha,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetes,o__Spirochaetales,f__Spirochaetaceae,g__Spirochaeta,s__dissipatitropha
s__kakinadensis,g__Thiorhodococcus,species,s__kakinadensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Thiorhodococcus,s__kakinadensis
s__lactucae,g__Mesoplasma,species,s__lactucae,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Entomoplasmatales,f__Entomoplasmataceae,g__Mesoplasma,s__lactucae
s__thermotoleranse2,g__Pseudomonas,species,s__thermotoleranse2,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__thermotoleranse2
g__Nanoarchaeum,f__[Nanoarchaeotaceae],genus,g__Nanoarchaeum,Root,k__Archaea,p__Nanoarchaeota,c__[Nanoarchaeoti],o__[Nanoarchaeotales],f__[Nanoarchaeotaceae],g__Nanoarchaeum,
s__equitans_Kin4-M,g__Nanoarchaeum,species,s__equitans_Kin4-M,Root,k__Archaea,p__Nanoarchaeota,c__[Nanoarchaeoti],o__[Nanoarchaeotales],f__[Nanoarchaeotaceae],g__Nanoarchaeum,s__equitans_Kin4-M
g__Pavlova,f__mitochondria,genus,g__Pavlova,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Pavlova,
s__lutheri,g__Pavlova,species,s__lutheri,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__mitochondria,g__Pavlova,s__lutheri
g__Halocella,f__Halanaerobiaceae,genus,g__Halocella,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halanaerobiaceae,g__Halocella,
s__cellulolsilytica,g__Halocella,species,s__cellulolsilytica,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halanaerobiaceae,g__Halocella,s__cellulolsilytica
s__ginsengihumie1,g__Paenibacillus,species,s__ginsengihumie1,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__ginsengihumie1
s__polaris,g__Glaciecola,species,s__polaris,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Glaciecola,s__polaris
g__Gloeocapsopsis,f__Xenococcaceae,genus,g__Gloeocapsopsis,Root,k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,o__Chroococcales,f__Xenococcaceae,g__Gloeocapsopsis,
s__crepidinum,g__Gloeocapsopsis,species,s__crepidinum,Root,k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,o__Chroococcales,f__Xenococcaceae,g__Gloeocapsopsis,s__crepidinum
g__Scopulibacillus,f__Sporolactobacillaceae,genus,g__Scopulibacillus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Sporolactobacillaceae,g__Scopulibacillus,
s__darangshiensis,g__Scopulibacillus,species,s__darangshiensis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Sporolactobacillaceae,g__Scopulibacillus,s__darangshiensis
s__pacificuse2,g__Oceanicola,species,s__pacificuse2,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Oceanicola,s__pacificuse2
g__Pleurocapsa,f__Xenococcaceae,genus,g__Pleurocapsa,Root,k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,o__Chroococcales,f__Xenococcaceae,g__Pleurocapsa,
s__concharum,g__Pleurocapsa,species,s__concharum,Root,k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,o__Chroococcales,f__Xenococcaceae,g__Pleurocapsa,s__concharum
s__pacificae3,g__Shewanella,species,s__pacificae3,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__pacificae3
s__pecorum,g__Chlamydia,species,s__pecorum,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydia,s__pecorum
g__Ruminococcuse1,f__Lachnospiraceae,genus,g__Ruminococcuse1,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Ruminococcuse1,
s__gauvreauii,g__Ruminococcuse1,species,s__gauvreauii,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Ruminococcuse1,s__gauvreauii
g__Defluviitalea,f__Lachnospiraceae,genus,g__Defluviitalea,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Defluviitalea,
s__saccharophila,g__Defluviitalea,species,s__saccharophila,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Defluviitalea,s__saccharophila
s__hoa12_73A10,g__Bulleidia,species,s__hoa12_73A10,Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichi,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__hoa12_73A10
g__Longispora,f__Micromonosporaceae,genus,g__Longispora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,g__Longispora,
s__fulva,g__Longispora,species,s__fulva,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micromonosporaceae,g__Longispora,s__fulva
s__sulfureus,g__Enterococcus,species,s__sulfureus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__sulfureus
g__Polymorphum,f__Hyphomicrobiaceae,genus,g__Polymorphum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Polymorphum,
s__gilvum,g__Polymorphum,species,s__gilvum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Polymorphum,s__gilvum
g__Snowella,f__Gomphosphaeriaceae,genus,g__Snowella,Root,k__Bacteria,p__Cyanobacteria,c__Oscillatoriophycideae,o__Chroococcales,f__Gomphosphaeriaceae,g__Snowella,
s__huakuii,g__Mesorhizobium,species,s__huakuii,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__huakuii
g__Mitsuaria,f__Comamonadaceae,genus,g__Mitsuaria,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Mitsuaria,
s__chitosanitabida,g__Mitsuaria,species,s__chitosanitabida,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Mitsuaria,s__chitosanitabida
g__Chlamydophila,f__Chlamydiaceae,genus,g__Chlamydophila,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydophila,
s__felise2,g__Chlamydophila,species,s__felise2,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydophila,s__felise2
g__Anaerophaga,f__Marinilabiaceae,genus,g__Anaerophaga,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Marinilabiaceae,g__Anaerophaga,
s__thermohalophila,g__Anaerophaga,species,s__thermohalophila,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Marinilabiaceae,g__Anaerophaga,s__thermohalophila
g__Nitrosotalea,f__SAGMA-X,genus,g__Nitrosotalea,Root,k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,f__SAGMA-X,g__Nitrosotalea,
s__devanaterra,g__Nitrosotalea,species,s__devanaterra,Root,k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,f__SAGMA-X,g__Nitrosotalea,s__devanaterra
g__Pseudospirillum,f__Oceanospirillaceae,genus,g__Pseudospirillum,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Pseudospirillum,
s__japonicum,g__Pseudospirillum,species,s__japonicum,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Pseudospirillum,s__japonicum
g__Paenochrobactrum,f__Brucellaceae,genus,g__Paenochrobactrum,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,g__Paenochrobactrum,
s__glaciei,g__Paenochrobactrum,species,s__glaciei,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,g__Paenochrobactrum,s__glaciei
g__Hafnia,f__Enterobacteriaceae,genus,g__Hafnia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Hafnia,
s__alveie1,g__Hafnia,species,s__alveie1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Hafnia,s__alveie1
g__Melitea,f__J115,genus,g__Melitea,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__J115,g__Melitea,
s__salexigens,g__Melitea,species,s__salexigens,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__J115,g__Melitea,s__salexigens
g__Rhodospirillume1,f__Alcaligenaceae,genus,g__Rhodospirillume1,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Rhodospirillume1,
s__rubrume1,g__Rhodospirillume1,species,s__rubrume1,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Rhodospirillume1,s__rubrume1
g__Vestibaculum,f__Porphyromonadaceae,genus,g__Vestibaculum,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Vestibaculum,
s__illigatum,g__Vestibaculum,species,s__illigatum,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Vestibaculum,s__illigatum
s__rhaeticus,g__Gluconacetobactere1,species,s__rhaeticus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Gluconacetobactere1,s__rhaeticus
g__Planomonospora,f__Streptosporangiaceae,genus,g__Planomonospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Streptosporangiaceae,g__Planomonospora,
